3736,868
944,437
4198,787
2730,2031
3546,776
650,927
4139,658
4128,607
659,701
751,509
4090,990
515,940
2471,2902
1983,2311
3730,1028
2170,2214
2490,2536
1151,952
744,1053
642,958
763,626
2030,2808
3924,420
2115,2235
2735,2419
4259,1198
2652,2931
2051,2833
952,705
2419,2508
3878,599
1005,756
1905,2630
1060,794
2180,2490
676,890
4081,837
644,1016
2521,2768
1905,2671
2368,2092
2143,2523
3878,1003
3573,751
2802,2453
3870,1261
2553,2811
2381,2329
2945,2298
3924,332
1103,670
4162,1134
3545,905
2568,2863
836,802
2592,2034
851,683
2369,2892
4321,794
592,988
3949,1269
2222,2634
868,1190
1988,2516
3625,1002
2308,1908
2537,2283
4080,794
497,788
2135,2165
986,907
886,1147
2342,2641
518,1005
729,607
3595,1081
2364,1983
2347,1928
779,957
4486,697
1968,2072
613,475
4431,567
781,438
928,1168
4255,562
1052,936
2343,2157
2666,2354
558,910
2778,2779
1878,2331
2358,2970
3676,818
665,897
4075,968
2380,1838
845,1083
1899,2076
4229,1080
2141,2785
2489,2785
4016,460
3808,1161
907,1123
2268,2060
3710,590
1026,874
4098,666
2014,2226
4473,930
2224,2607
713,557
678,1108
3690,1063
4071,1119
1123,903
918,652
977,445
2801,2561
2907,2090
1960,2120
1057,640
3749,455
2663,2782
3906,412
1941,2262
3906,729
3800,429
2033,2790
783,926
665,719
1968,2745
1066,690
3697,921
3685,1183
649,818
2594,2803
2742,2608
4144,1010
4423,624
3828,755
2449,1845
454,823
3879,884
4212,682
2801,2466
2290,1929
4303,893
798,897
4090,613
1002,844
615,1110
2203,2587
3762,494
3547,764
548,708
701,1084
2321,1973
2976,2413
1138,806
832,763
2496,2236
3859,533
3855,913
715,754
4372,691
2904,2134
2232,2760
4166,751
4367,504
2169,1958
1095,662
1031,963
3752,880
712,1137
1892,2463
2705,2471
553,746
668,1155
2058,2363
4210,494
2648,1954
2738,2598
4224,830
3979,529
4211,737
859,618
4229,1172
3551,937
3901,475
2647,2199
2720,2700
491,810
2773,2223
2237,2702
3709,1140
2407,2288
552,714
3664,1133
1845,2357
2239,2589
783,407
2275,2939
778,903
2731,2661
2483,2253
3675,812
2080,2336
3750,865
2012,2856
3938,341
4227,980
661,629
2793,2104
2758,2088
3979,641
2385,1907
510,878
3767,858
2320,2360
681,813
868,433
3684,643
4127,844
738,916
1053,1071
4231,362
2542,2137
4013,810
2453,2811
4225,1189
810,651
2004,2006
4450,713
2381,2350
2159,2359
1981,2751
534,526
761,403
970,1069
2662,2734
3880,955
808,1198
4311,1147
2610,2881
1000,951
2929,2443
762,723
3948,1274
1175,815
4001,614
2092,2463
2023,2417
4094,938
2182,2664
778,1081
3715,598
2150,2223
2322,2505
1060,865
4186,1175
2328,2632
2442,1932
3965,547
3811,480
3528,654
939,1058
2411,2674
2871,2068
2455,2904
578,971
658,1148
4264,981
4071,1177
718,861
3796,601
3633,1107
2813,2758
4392,829
2857,2121
4259,818
963,794
4155,943
1038,570
4202,1126
3815,634
2187,2937
2298,2958
2269,1884
2425,1941
1177,722
4233,886
3637,540
2614,2947
3830,385
3795,386
2094,2562
1068,814
651,501
2634,2605
3751,409
3965,605
2381,2419
2883,2620
559,639
2056,2337
4021,1100
831,1027
2017,2535
2262,2195
4219,654
3846,953
2489,2106
4155,1268
2247,2683
2977,2380
3623,1092
729,766
994,491
974,1048
2636,2774
900,552
4203,1028
2783,2326
939,611
3705,676
4012,763
2562,2333
2372,2795
495,715
788,773
3607,709
2666,2659
2948,2484
4244,504
2370,2037
3736,739
3621,878
406,806
2260,2532
2123,2857
2612,2285
3924,494
3844,414
730,544
2570,2775
2955,2452
4204,738
3903,558
872,414
3573,771
2321,2207
3637,542
2309,2851
2598,2216
3740,414
1012,730
644,881
2499,2975
472,670
862,855
1088,658
4380,510
841,841
3901,1126
2356,2189
2521,1995
4399,718
2422,2338
2235,2306
1989,2396
3748,410
461,621
2755,2814
2427,2707
2263,2159
442,922
961,572
752,859
2332,2047
2441,2029
453,929
2006,2308
595,765
2543,2342
2535,1998
1966,2807
2190,2710
2846,2342
1094,933
510,711
4061,792
507,888
4021,790
2691,2014
4336,876
3643,543
2272,2299
3624,591
844,549
729,1061
947,1073
3845,593
3877,967
2566,2792
4444,710
1931,2681
1067,575
2280,2065
4088,1289
3724,503
910,500
3828,1261
4421,1042
2247,2374
4309,643
4006,1012
3788,694
1019,1029
668,552
2498,2436
2352,2711
572,859
2906,2082
2966,2495
4305,941
3532,775
642,882
2084,2019
3996,723
4454,614
2612,2200
4205,354
4255,1195
663,1111
3913,1021
2181,2415
657,880
3651,544
836,1027
810,539
3516,740
2450,2918
540,587
2845,2797
728,944
1806,2448
2714,2832
2961,2485
2051,2280
2414,2075
813,695
3608,859
2834,2748
2192,2387
2306,2548
3759,865
1037,753
4248,1044
2823,2731
592,698
2574,2072
1887,2609
970,505
2775,2362
4088,692
2434,1882
791,762
2171,2871
1148,808
827,987
1978,2200
2756,2441
3834,920
1974,2243
3728,670
3773,718
2660,2747
3827,1024
683,737
4032,774
2300,2737
2052,2829
895,489
2023,2489
2007,2838
2153,2552
1891,2284
743,1187
4027,831
793,604
3592,584
1904,2420
560,922
2297,2799
2203,2115
2139,2817
700,971
2169,2187
2834,2687
784,528
3732,593
2446,2225
4130,656
4377,752
2205,2300
2046,2827
4268,871
4154,1075
3959,899
2486,2132
654,983
4342,1060
2756,2468
666,990
2215,1942
766,1088
3813,875
674,864
3611,786
3547,592
1069,672
3834,753
1891,2388
4090,504
1955,2549
4011,1118
4185,1146
2638,2347
4013,1260
706,848
3993,1254
2515,2680
4251,421
1968,2803
2216,2845
1021,914
703,1094
3810,1023
3882,1072
2557,2742
893,1101
1946,2611
2555,2228
3840,487
2460,2321
3870,471
4021,470
4234,905
2247,2355
2671,2125
1814,2320
2767,2291
411,826
772,1051
769,1094
549,954
3643,995
4463,665
3577,1042
1937,2664
854,902
2728,2670
983,760
616,538
2399,2388
4018,1227
2853,2032
1989,2231
2041,2693
478,1029
1990,1981
980,456
2693,2463
2739,2626
2247,2715
2532,2965
4063,390
4105,999
2843,2541
3815,934
920,1085
1107,618
4254,762
2626,2914
1023,751
2455,1965
3843,1220
2051,2368
4084,788
3872,923
2018,2223
548,792
2418,2717
2424,2816
1826,2461
2528,2419
3817,778
4176,1034
4083,708
651,611
495,725
1003,1022
4214,486
2825,2557
2498,1873
2840,2288
1866,2306
3580,795
702,600
1057,862
2533,2016
2821,2429
1068,859
2564,2297
808,604
4053,332
4147,1188
610,885
621,713
2476,1888
2051,2621
614,468
628,815
2943,2168
4152,542
3875,622
2641,2272
1003,1084
2848,2523
2397,2442
2914,2482
4191,752
3768,1006
2685,2528
1094,1018
3567,781
723,965
2109,2901
3745,621
2612,2557
2380,2772
1956,2486
545,540
2662,2255
3697,1184
4176,645
950,658
487,826
847,981
1845,2181
4426,995
2556,2741
4043,816
2299,2918
4081,1271
2715,2288
3782,1176
2896,2405
4346,858
1985,2757
3984,716
2060,2075
3802,677
641,796
2616,2698
2497,2043
796,1184
3971,735
3625,878
3812,381
2179,2261
858,658
4067,351
856,871
706,894
979,1137
814,1095
608,580
3627,862
2421,2977
480,707
4312,1091
2388,1836
2443,2007
873,670
4233,561
552,1026
2540,2134
3872,349
2502,2330
3802,960
3868,965
4077,826
4093,742
1008,483
2405,1878
2659,2379
1173,769
3715,490
1007,729
3715,1154
2808,2636
2688,2918
2563,2243
1046,891
1960,2201
3778,1166
2279,2847
3974,535
4071,392
2358,2972
3757,1227
1021,898
680,701
892,472
2659,2584
639,728
956,1112
2301,2604
3992,397
1005,1077
967,1085
2792,2332
2674,2457
2206,2466
2319,2549
2649,2372
2024,2416
3561,1011
2454,2209
4218,592
4244,635
2617,2434
2746,2414
518,756
2474,2987
932,751
3670,1018
1911,2415
3597,568
4193,1091
903,466
897,485
2373,2885
2789,2337
1952,2457
2105,2213
2208,2327
555,587
4108,704
3874,439
4192,899
966,678
2624,2380
3749,917
4056,438
2787,2511
3616,671
3910,1285
3739,487
2407,2499
2870,2381
3736,655
3750,586
2248,1822
739,739
3934,714
2630,2252
3746,910
814,1141
567,1004
4037,913
4385,959
3917,1036
627,841
2684,2534
4466,825
646,982
3605,684
3834,796
2937,2234
2065,1952
2193,2650
3677,1086
4324,547
970,789
2031,2501
2499,2884
2630,2149
2800,2784
2606,2494
3755,426
4401,920
3705,1134
857,577
2582,2396
2957,2411
3951,882
2149,2919
1904,2548
601,655
2293,2626
3919,745
1007,493
589,499
2374,1822
3857,1094
1829,2536
2707,1971
548,691
2452,2358
2554,2470
3945,1212
2343,2762
2176,2821
2660,1925
4034,603
2926,2347
2075,2326
4165,421
2830,2302
2711,2488
3653,485
3871,502
674,913
2447,1976
997,646
2012,2288
548,617
3585,547
4194,527
900,1062
2090,2317
2411,2254
2638,2562
803,799
2514,2352
2596,2766
572,1062
4143,706
3778,933
920,524
922,693
3667,896
2654,2709
3683,1141
694,804
1013,666
2712,2634
1032,474
2111,2432
4351,720
4261,1222
666,803
4416,997
3647,702
3717,771
4137,772
2173,2280
3670,1080
783,501
3802,522
2423,2568
2536,2242
1927,2432
818,985
2023,2284
920,476
2694,1942
2818,2508
3861,616
2341,2032
599,856
594,662
2547,1978
2509,2558
2763,2530
2416,2461
3688,494
2409,2285
2627,2532
4108,1041
3905,1199
2227,1871
2397,2344
4297,777
2656,2255
4176,425
2592,2898
2248,2230
2298,2991
4286,864
827,870
2510,2625
896,787
528,958
3890,566
2052,2196
2007,2810
3592,1055
679,536
816,556
2187,2196
2073,2482
4004,708
2232,2258
4007,708
925,1095
3773,728
3669,555
2262,2756
2807,2671
3560,803
4130,708
4200,887
2831,2723
4039,740
2357,2739
3718,765
2889,2469
4075,973
568,938
698,638
870,596
2578,2853
508,654
796,814
847,716
3896,1062
4246,550
733,967
2544,2517
886,701
4390,1077
3914,526
1818,2313
2773,2620
2714,2662
2428,2227
998,976
2742,2217
2439,2401
1934,2459
2511,2547
2630,1882
2477,2201
4191,406
932,439
680,546
1853,2406
544,537
578,567
4204,964
2032,2799
4089,580
2162,2475
2256,2001
615,547
712,431
2100,2775
991,1062
2692,1990
1045,821
865,762
2483,2201
4283,904
3910,557
2546,2162
1909,2522
2326,2288
4148,362
1021,1011
641,1097
4340,849
2098,2655
3654,1036
1923,2261
2796,2615
3928,1027
4398,574
4271,757
2235,2236
2299,2941
567,969
3838,1045
2478,2206
958,731
1054,1048
3705,941
2008,2376
2644,2748
3858,1250
4054,1038
4453,615
2243,1852
875,414
1865,2187
1860,2247
785,743
3952,359
3998,1152
2256,1983
3982,421
877,1129
946,829
4471,758
3801,619
4264,1203
461,767
3994,787
694,1041
2522,2812
2912,2258
2814,2813
969,729
3833,632
2135,2563
709,970
626,1022
2884,2289
3890,966
4153,1036
3807,1157
2012,2500
2251,2000
4373,931
2361,2675
607,720
712,892
3766,1156
2645,2636
3722,697
4095,572
4459,944
3822,636
4131,654
875,944
2872,2636
550,1090
2330,2129
3899,1189
4212,685
1022,818
791,419
2288,2629
3846,680
3995,562
636,996
2331,2856
2030,2249
2165,1893
2760,2503
2867,2562
817,961
522,984
3677,885
3568,574
2743,2744
4245,568
4010,886
1863,2633
2102,2435
2292,2883
2468,2013
2006,2600
561,776
2359,2583
2038,2647
4079,387
603,766
587,583
4128,416
2908,2091
3634,505
2124,2682
4204,800
2273,2951
4153,1188
2440,2811
2333,2679
2645,2537
4237,739
3831,376
3924,787
4281,480
3960,326
718,1009
2463,2902
2693,2101
2029,2091
1007,888
4257,1079
660,807
2334,2130
2752,2148
2775,2020
729,591
4192,1221
2251,2338
1003,839
3795,1210
869,710
4240,392
2394,2707
488,572
3991,1264
2311,1996
1178,672
3977,480
3532,717
2473,2288
4309,580
4253,1029
2154,2315
450,940
2998,2415
1122,736
3876,1113
1103,622
558,825
2341,2407
2665,2629
4205,370
783,1139
2268,2910
2654,1916
4041,1276
2484,1985
1992,2097
3693,751
2726,2568
717,878
2429,2499
4329,486
2360,2256
2487,2012
1085,754
742,1097
3955,714
2877,2086
2357,2719
2323,2427
709,552
1012,896
1865,2464
2812,2183
4433,1030
2549,2376
1937,2350
1073,660
1114,616
1087,672
1036,944
1978,2710
626,461
676,1104
993,1056
2776,2357
3847,1010
2665,2550
657,682
3628,899
908,898
3648,767
2552,2960
4161,346
3591,558
4008,632
2526,2907
594,620
805,673
3519,895
2312,2091
1071,687
3856,1152
3658,776
2187,2099
3905,907
2847,2752
872,1143
2861,2331
4232,641
1129,587
2378,2336
2335,1907
1089,955
2053,2358
586,557
454,902
1061,529
677,919
737,927
1177,671
3636,867
2300,1937
987,1033
816,428
2530,2826
2569,2651
415,735
658,547
2648,2260
2272,2525
1956,2533
1855,2271
3632,871
2912,2617
2336,2281
2043,2198
2585,2063
536,499
1188,784
2232,2577
3697,1025
2477,2722
3727,506
675,1031
2555,1837
3962,1058
2195,2108
3773,696
952,489
4093,415
3957,1154
2577,2842
4167,471
4136,1028
956,473
3707,572
2552,2940
3992,1159
440,805
2248,2288
2099,1889
2613,1979
4108,1254
4136,1166
4082,786
4320,1092
904,1078
884,466
2677,2158
4360,698
4238,980
4400,1031
3570,971
810,405
4121,1246
3692,1017
942,574
4290,900
3792,837
844,1072
3958,399
839,616
1956,2099
3766,573
2516,2428
3733,551
1802,2374
2076,2394
4010,998
2015,2691
2740,2674
2094,1999
600,900
4005,433
3799,1089
3604,900
2719,2347
1088,645
2517,1904
775,747
1877,2218
3803,535
2024,2781
2206,1838
1122,581
2489,2676
2490,2466
766,1055
2255,2733
2487,2722
534,575
2027,2730
655,569
3827,1165
4077,960
2622,2585
983,1037
4301,970
2067,1908
536,1022
1823,2513
801,851
2647,2813
2640,1901
3988,680
3758,537
3862,1054
893,846
662,593
2313,2593
4420,889
2675,2519
2290,2525
2178,2100
2392,1991
404,839
2624,2951
1053,868
722,1096
2032,2616
3790,1171
2494,2605
1974,2465
1980,1982
4074,467
4322,650
2142,2423
1899,2092
3891,797
4351,1013
2894,2653
842,955
885,916
2194,2948
4304,880
3753,652
1139,778
1157,639
2274,2874
3607,927
2045,2538
846,965
543,616
2970,2456
915,616
2198,2638
4273,625
4319,818
478,876
4221,366
2547,2729
2052,2504
2067,2207
834,998
4372,1017
706,864
2771,2231
2393,2330
641,638
846,990
4001,794
2100,1966
2240,2518
4286,722
943,647
884,596
4026,713
3865,462
3911,859
2261,2894
2417,1946
2596,2085
4253,1155
4101,422
2186,2497
3635,566
2368,2662
2285,2430
602,755
3875,562
1072,883
3918,928
442,802
2148,2491
4147,376
2081,2691
4028,1238
2547,2307
894,449
4159,1196
1939,2068
1165,719
2953,2404
3970,1207
2852,2491
2834,2121
3682,1152
3792,776
4296,608
1023,584
2824,2155
661,689
2281,2718
2166,2117
2561,2581
3775,1119
696,504
1041,928
3559,646
4388,977
4352,682
981,1066
2613,1858
4090,1092
2118,2558
3962,862
635,1128
2319,2676
3855,1087
2213,1924
761,782
3943,741
2868,2365
2686,2478
3614,1045
2699,2568
2541,2855
3869,1135
1852,2422
946,772
1953,2491
2480,2037
540,779
2046,1976
3927,804
565,560
4282,744
2322,2868
3940,592
4371,692
2532,2875
3756,607
1867,2659
2679,2836
3995,640
1853,2322
4402,705
557,543
517,733
3832,1115
2124,2225
3933,437
4308,684
3805,967
2600,2152
4335,472
4459,875
614,518
1948,2027
3798,1050
2722,2780
2230,2610
2889,2055
630,532
3572,813
2409,2804
3859,1157
2495,2206
2593,2068
2571,2188
4002,816
3824,1195
3620,798
996,839
1032,626
1906,2511
4066,589
2491,2116
4455,738
2592,2305
2536,2351
3811,1102
627,950
718,807
2261,1906
4191,901
566,1071
558,513
3810,1067
3613,665
2938,2625
812,1120
959,577
2420,2906
4324,819
2423,2461
930,1077
535,706
3826,845
2154,2133
4111,647
4248,1127
659,503
3675,872
2249,2654
2432,2012
3736,869
604,1136
2499,2310
3637,899
785,763
2561,2663
3954,430
4440,818
3985,1014
4022,572
3978,992
4156,532
4207,368
2616,2105
546,501
703,1179
533,1084
1948,2194
4454,876
4405,1062
3727,596
2670,2336
2738,2252
1843,2451
2102,1924
4312,637
1891,2345
2254,1824
4113,1127
2039,1960
691,710
1889,2270
2565,2152
4037,721
4097,1118
1887,2392
503,794
2333,2904
2245,2096
3943,826
2745,2817
4184,658
2111,2112
4122,893
1868,2660
2448,2892
736,1002
2107,2029
4015,972
2669,2164
922,653
512,948
4077,1136
2046,2685
2662,2707
3859,1257
3900,786
826,1187
902,637
2262,2773
2213,2431
2823,2551
2257,2375
2614,2009
4142,973
1068,653
4310,1020
4077,313
2527,2358
3646,551
2281,2441
2783,2607
2135,2406
1045,650
1974,2544
736,515
2185,2329
4193,911
2903,2523
4312,909
2322,1899
616,1101
1936,2383
2716,2909
2308,2257
651,915
2301,2169
952,614
4360,605
678,1040
3676,822
4330,638
4291,885
3936,415
2716,2517
2368,2115
2268,2936
2328,2732
1950,2139
896,811
2733,2333
539,748
822,1094
2835,2652
2639,2005
2537,2321
2578,2703
2381,2716
664,789
4417,953
453,793
3625,1095
1032,534
2269,2891
4150,920
923,455
3733,566
791,831
420,776
2789,2586
4178,1176
4203,1149
4293,1178
2496,1970
869,595
607,1125
2200,2022
909,429
2683,2103
2645,2500
2253,2050
3812,1091
742,639
1181,778
2975,2340
1963,2551
4320,1090
2129,2861
3716,525
2147,2411
1186,746
2957,2473
2603,2925
3765,834
2305,2589
2145,1895
3967,438
607,1112
2590,1976
2289,2041
3865,504
619,849
703,929
2778,2540
2658,2639
557,683
2466,2076
2139,2392
4158,1162
3912,736
4014,1136
1842,2511
3792,471
4270,783
3700,721
430,898
4384,486
4397,834
4391,773
4446,952
3987,1135
646,802
2561,2459
3941,1087
2283,2676
3983,1194
2092,2575
2114,2907
4225,1097
2903,2590
843,952
2614,2424
2167,2741
1142,635
1018,989
2653,2786
2335,2764
2127,2269
3960,660
4052,759
2691,2647
3695,1149
3868,324
2048,2629
2649,2636
4068,729
2560,2865
3757,567
3716,766
2359,2546
2911,2654
453,907
4143,1277
1906,2568
3720,519
2200,2163
3997,658
2526,2557
1032,952
629,544
3608,725
2202,2876
4080,679
1875,2670
2232,1849
3861,1150
580,619
2338,2922
4291,744
2000,2297
2091,2779
4045,742
2503,2756
3883,1058
2010,2329
2628,1914
3961,1219
2752,2478
935,1023
552,663
2770,2868
1115,681
602,839
3836,515
2095,2340
2291,1926
540,915
3745,1158
4188,377
540,1022
3936,774
2251,2612
4129,472
4085,711
1058,971
2199,2830
3661,876
2763,2287
2079,2066
2489,2705
924,906
3722,1023
762,984
2660,2672
1991,2138
1064,716
735,718
4267,511
2432,2578
4224,847
2931,2548
4164,1074
2281,2469
2449,2339
2683,2099
2422,2356
4080,876
4415,783
684,643
2063,2589
2692,2898
2008,2690
2169,2915
2473,2414
4083,948
636,489
877,501
3604,551
2009,2760
3973,663
2030,2573
4454,659
2392,2314
3883,514
3928,1053
2418,2702
2599,2550
2896,2482
2005,2228
613,793
2645,2570
2823,2653
2560,2243
3742,1024
3936,853
1132,770
4397,627
687,1096
2071,2158
766,477
2217,1856
2703,2727
4033,482
4179,602
710,854
2132,2735
560,589
2078,2088
474,890
4143,1019
2688,1892
4208,515
3720,1002
2037,2399
2394,2873
744,702
2404,2523
3675,511
2423,2417
1997,2430
933,646
614,894
2546,2301
4439,581
3804,719
830,759
3939,1215
880,518
2881,2408
4353,920
3741,1172
4321,595
1051,962
982,451
3885,969
2558,1942
4055,786
2685,2414
2804,2197
2349,2753
552,1045
753,877
3657,715
3867,723
4104,1199
2683,2264
2478,2209
2822,2328
2729,2009
4201,495
3963,761
4042,380
4192,990
941,1064
2519,2340
762,619
2202,1868
2458,2625
2329,1968
3564,955
2270,2580
2244,2802
830,467
3673,702
2154,2905
4007,1190
2069,2084
2774,2035
2701,2498
2424,2512
839,924
4022,362
3619,818
1076,859
3790,514
3920,1184
656,1137
1971,2521
4061,342
4164,738
2486,2051
1006,845
3777,1073
2587,2778
2775,2136
1172,930
1106,730
1064,607
4318,1050
2299,2022
665,1047
2500,2342
2395,2167
460,903
2390,1804
2714,2457
1020,1108
1052,1012
2696,2921
1041,913
1812,2418
2983,2475
886,1066
2766,2206
1078,894
4224,1184
2381,2980
655,1169
4009,1229
3844,1134
2266,2945
2434,1981
3627,639
498,1003
3633,1131
2758,2047
4332,855
2380,2532
896,923
3942,882
2060,2214
